item_id,start_date,change_code,id,guid,associate_id,user_id,pin,title,content,score,useless_count,useful_count,reply_count,advantage,disvantage,order_id,topped,status,audited,dealt,integral,client_type,ip,buy_time,created,modified,merge_order_status,sortweight,product_size,discussion_id,product_color,firstattribute,secondattribute,tag_count,imp_time,dp,dt,end_date
1291931584,2016/6/21,623b63b23be15c19157238b8622efe89,1625961700,e1164bcc-ca7b-4e57-80ae-c7dcf0de8bf9,10341696322,1081976658,jd_59516c2e0b799,NULL,宝贝很不错，物超所值，值得拥有。,5,0,0,0,NULL,NULL,19676890006,0,1,0,1,-20,4,117.136.36.225,33:46.0,46:05.2,46:14.3,NULL,0,L,NULL,浅兰,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/7/26,14f81da7b589558eae519bf89d1e522,1714182474,f180a111-b21c-4d47-a1e4-5371805eeed8,10341696322,942252780,jd_77d653cf08078,NULL,太一般，不值这个价格。,1,0,0,0,NULL,NULL,20378437976,0,1,1,1,-20,21,163.177.69.107,35:42.0,50:08.3,02:48.4,NULL,0,L,NULL,浅兰,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/6/26,c1dbdf4ee99fc4e86384e49da3442e60,1641553133,56780c67-08af-4a72-9529-d19ea61efa02,10341696322,512130402,CJJ13974847849,NULL,款式时尚，质量好。刚开始尺码买错了，商家换货很快，服务态度好，快递公司也很给力！,5,0,0,0,NULL,NULL,19891690387,0,1,0,1,-20,4,111.8.2.138,52:45.0,23:45.9,24:15.8,NULL,0,L,NULL,浅兰,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/7/18,dc139963d217f8fdb9b2af0ae9f6f65,1695611583,475563c5-84df-4127-b369-996aa9d7f9c5,10341696322,899778972,jd_6734a3b6e6546,NULL,还可以有点大,5,0,0,0,NULL,NULL,20237455489,0,1,0,1,0,4,183.206.175.189,41:16.0,18:54.5,19:19.1,NULL,0,L,NULL,浅兰,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/6/15,2019efcca1ad881d163f635470f9567,1603695590,9ce5db35-7f1a-40cc-80e2-f619c816abd8,10341696322,987801116,jd_7f5daef565d24,NULL,做工精致，质量杠杠的，很满意,5,0,0,0,NULL,NULL,19645879968,0,1,0,1,-20,2,117.136.79.36,47:53.0,52:54.4,53:14.0,NULL,0,L,NULL,浅兰,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/6/24,2c30efbb89782267cde77decc512c123,1635055814,1766dc2e-257e-432a-a9be-233f79ff0431,10341696323,1041759363,jd_6a0f32988b736,NULL,总体来说不错，稍有色差,5,0,0,0,NULL,NULL,19903508577,0,1,0,1,-20,4,112.87.158.130,58:59.0,35:09.5,35:22.4,NULL,0,M,NULL,浅兰,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/6/20,d1a849e6a866c248f5cba8c6505ae5b,1620707784,577f484f-baae-4227-a8cb-12c44fd66c8c,10341696323,435145630,3958522_m,NULL,质量很好，也合身，就是肩膀窄了一点点，也不是很影响，满意！！,5,0,0,0,NULL,NULL,19680388086,0,1,0,1,-20,0,218.106.145.122,28:03.0,03:18.4,03:27.6,NULL,0,M,NULL,浅兰,NULL,NULL,3,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/6/30,41a7217131c3519b909030421bc01a3d,1653235992,96b9dd94-2a1d-4273-8c18-1f1a83fee1a8,10341696323,1019580317,hr_18080626280,NULL,样式蛮适合我的，如果再柔一点就好了,5,0,0,0,NULL,NULL,19805526503,0,1,0,1,-20,4,182.145.219.134,35:49.0,16:05.5,16:30.1,NULL,0,M,NULL,浅兰,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/6/27,e7eda4528888ae902a6ad8c91966f31f,1643507684,7d432722-864d-465c-900c-8ac7d27f14cf,10341696323,683156326,15255633050_p,NULL,不错，挺好看的,5,0,0,0,NULL,NULL,19828841648,0,1,0,1,0,4,61.191.139.122,22:25.0,20:29.4,20:49.8,NULL,0,M,NULL,浅兰,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/6/20,bb49c251ffaad26855ab9c11584c775,1619962649,bba7dc0a-62ee-440d-ae09-77ab8d58d36d,10341696323,1124054352,jd_43baa87e5ffc8,NULL,很好穿起非常适服大小刚好。,5,0,0,0,NULL,NULL,19774015242,0,1,0,1,-20,4,120.84.12.27,37:30.0,36:42.2,40:35.7,2,0,M,102897811,浅兰,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/6/27,190f449d0c5d31d1624316913d9dca,1643968626,cce4dcb0-1a42-42e2-975b-0bcc9b5836b5,10341696323,798573702,wdsMQLwsVpjnUc,NULL,还行吧，还没穿过,3,0,0,0,NULL,NULL,19864224461,0,1,1,1,0,22,39.188.120.52,48:57.0,33:13.5,01:42.6,NULL,0,M,NULL,浅兰,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/7/18,cc7a647ab27887a18291a1a794c947,1692018869,1c157eb9-c5a2-4aec-a38a-ec0fdc1e3397,10341696323,80432867,jd_4c2e292f82b43,NULL,货不对版，腰短的要命。穿上整个人都显的很胖。,3,0,0,0,NULL,NULL,20095867924,0,1,1,1,-20,4,183.240.197.31,44:07.0,18:08.9,40:03.8,NULL,0,M,NULL,浅兰,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/6/22,23cf342c70c1432ad2c813a472c11,1629785763,22ae77bc-7dfc-40ea-8737-dc0eee76c951,10341696323,942178907,jd_657ac0ca40a53,NULL,我家母上大人超喜欢的！,5,0,0,0,NULL,NULL,19642754982,0,1,0,1,-20,2,220.198.208.209,17:23.0,50:21.0,50:38.6,NULL,0,M,NULL,浅兰,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/6/24,1572d4147191f5e948e715d134edc5,1637505341,6a921e10-922a-4b78-8371-97fb934866c3,10341696323,65832058,min06032008,NULL,可以,5,0,0,0,NULL,NULL,19876000122,0,1,0,1,0,0,59.38.98.115,18:59.0,21:58.2,22:16.4,NULL,0,M,NULL,浅兰,NULL,NULL,3,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/6/17,46812c228578dddc03eb2779e415857,1598040555,19d0bd3c-254b-44d1-9cd2-82bbd96dac54,10341696323,1017383260,jd_6cdf88b0ddf51,NULL,非常不满意，&hellip;&hellip;根本不是我要的那一款&rarr;_&rarr;,1,0,0,0,NULL,NULL,19547835054,0,-1,0,1,-20,21,111.161.57.31,30:30.0,30:30.1,04:49.8,-2,0,M,100201117,浅兰,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/7/22,f97346783862c42a9c7e20313efa76f2,1706339133,6b339b3d-4eb8-4a58-9c8e-63f7607d21e1,10341696323,611078197,不惜此行,NULL,不错感觉挺好的,5,0,0,0,NULL,NULL,19704013156,0,1,0,1,0,21,124.161.23.60,26:26.0,32:47.0,33:16.9,NULL,0,M,NULL,浅兰,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/7/13,bc76536fdd40fbd629ad29fdd24aae,1683004363,fc3d74d3-b150-4232-914e-f26db67ad1d2,10341696323,1055429458,wcp210001,NULL,给干女买的，她说不错，挺漂亮的,5,0,0,0,NULL,NULL,20168513369,0,1,0,1,-20,4,124.116.245.6,18:55.0,08:28.6,09:01.0,NULL,0,M,NULL,浅兰,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/7/2,27376f6f2ecd8967b3e92152b786de1,1657878961,7d49c7d5-0880-4a98-92ea-3cc765a27620,10341696323,1137590275,wdPjxULOPabJNc,NULL,货收到了，等了好几天，总体来说还是满意的！,4,0,0,0,NULL,NULL,19978689756,0,1,0,1,-20,21,123.151.42.50,43:53.0,57:47.3,58:19.2,NULL,0,M,NULL,浅兰,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/7/20,15f7e6a2b46bcf15cb85daff451d2c44,1699592272,88cf8919-7a2f-4122-b693-9db619cac219,10341696323,1066884987,wdhqITjpktsigJ,NULL,很合适，很阳光！希望做更好。,5,0,0,0,NULL,NULL,20094318844,0,1,0,1,-20,22,124.226.24.64,03:53.0,03:32.0,04:03.6,NULL,0,M,NULL,浅兰,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/7/20,b9a73b7dc58f49f74a577cec3c62e9a1,1699603177,03646e30-52b7-490f-a3e5-258e70fe939e,10341696323,455410345,jd_645c7efade787,NULL,不错，很漂亮的一条裙子 。。。。。,5,0,0,0,NULL,NULL,19755503926,0,1,0,1,-20,4,221.218.175.91,30:41.0,08:01.4,52:24.4,2,0,M,111944265,浅兰,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/7/21,1d94ccaf85dc9639b1bd89fbb453f,1703004984,4fb16854-d40b-49ac-b08c-7c7e6cb004fd,10341696323,1158041763,jd_4e698a8b3963a,NULL,还可以啊 送货速度快 质量不错,5,0,0,0,NULL,NULL,20380299626,0,1,0,1,-20,4,171.217.153.125,33:12.0,04:53.5,05:19.7,NULL,0,M,NULL,浅兰,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/6/24,132ec719c21b124414a6c778f5e057,1637644715,1943ffeb-886b-4570-bc25-a531b47a8cec,10341696323,859318081,jd_48f5ab7a7fdac,NULL,比想象的还好，没有色差，好看,5,0,0,0,NULL,NULL,19831012296,0,1,0,1,-20,2,49.118.211.185,35:20.0,19:06.2,19:37.4,NULL,0,M,NULL,浅兰,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/7/15,bfb6fe6decd2d98f3c2e7fe180d961ac,1689396703,96f329bd-7a4d-4ccc-8bd2-04c3846a2b5e,10341696323,575559848,wdGNcrNGWtRvnW,NULL,穿着很漂亮,4,0,0,0,NULL,NULL,19745038548,0,1,0,1,0,21,111.30.132.212,39:06.0,58:56.4,59:04.5,NULL,0,M,NULL,浅兰,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/7/21,5d4cdbddda7b629233ab75b21bf2ca1,1648832145,b54ca189-ccde-411b-9d4f-210bbd2fc800,10341696324,807782984,jd_5b35eec5bbe6a,NULL,给妈妈买的 ，妈妈很喜欢。质量很棒  这样看妈妈这身装扮年轻了10岁  老妈太漂亮了  重要的是质量真的太好而且这么实惠的价格能买到这样好质量真的很值 ，看上的宝宝不用犹豫不决，果断拍下  我强力推荐?,5,0,2,0,NULL,NULL,20114670409,0,1,0,1,-20,2,219.133.200.221,27:55.0,53:26.6,54:10.3,2,101,XL,106543082,浅兰,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/6/24,42392e5546afd89977db647a69df4e7c,1636040730,9d89613a-6c17-485a-b48b-a8a5833bce3b,10341696324,1126708150,jd_7e60858e03170,NULL,还可以，就是袖口有点小,5,0,0,0,NULL,NULL,19849140644,0,1,0,1,-20,4,14.211.70.246,05:47.0,42:47.0,44:52.8,NULL,0,XL,NULL,浅兰,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/6/2,d488f3d2137fbf7f9f112d39944ad77,1568775627,e446d82a-9ca3-42a3-afc1-d45ceaf4df46,10341696324,563372804,wdzQSmNNOSWbkU,NULL,还可以跟图片一样,3,0,0,0,NULL,NULL,19142544388,0,1,1,1,0,21,59.59.25.148,06:38.0,48:16.2,13:03.1,NULL,0,XL,NULL,浅灰色-偏小一号,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/7/14,2811b7158f62723f11247c0b56dede0,1685508606,66e95eb4-3989-4654-b083-5f74087914b6,10341696324,1067194078,jd_488f43e5e1d50,NULL,质量还不错,5,0,0,0,NULL,NULL,20183245720,0,1,0,1,0,2,218.82.238.45,56:09.0,38:15.2,38:43.6,NULL,0,XL,NULL,浅兰,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/6/24,5ce44529eea04863da361a3c761c1edb,1637033365,be960ceb-38b8-40d0-a36c-99523a268645,10341696324,855306376,jd_50eebd8b5b1bd,NULL,漂亮,5,0,0,0,NULL,NULL,19395572552,0,1,0,1,0,2,125.86.90.137,02:57.0,25:46.0,25:59.3,NULL,0,XL,NULL,浅兰,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/6/22,13c48ba7dbf8409fde1c11a3403b204c,1630879847,b798a3df-1afb-40c6-8c6e-53b1a1d98f5b,10341696324,987801640,jd_677b16fa43997,NULL,衣服可以，好像小一码,5,0,0,0,NULL,NULL,19910914443,0,1,0,1,-20,4,112.64.2.252,37:48.0,11:44.4,12:13.1,NULL,0,XL,NULL,浅兰,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/6/23,ca8719af99612523816f8268ae80d2,1631551837,aacdb187-c164-493d-85eb-dc753d370d55,10341696324,539616966,wdktbuORgESmVi,NULL,挺好的，也许是我的身材不好吧，穿上显腰粗，质量挺好,4,0,0,0,NULL,NULL,19832133634,0,1,0,1,-20,21,223.104.176.159,24:41.0,06:19.5,06:46.6,NULL,0,XL,NULL,浅兰,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/7/18,9a308697ece8ee397fcd66503219fa,1692028742,a5b0618f-6c1a-41d3-bfac-3c4cfa08614d,10341696324,416838645,wdkzhdqXxRtmEJ,NULL,一点也不好,3,0,0,0,NULL,NULL,20114216431,0,1,1,1,0,21,111.30.132.208,47:33.0,24:46.3,36:59.8,NULL,0,XL,NULL,浅兰,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/6/29,c4284e505ebe544252bf68855c624,1649777338,9329801f-7f1d-40dd-bb02-6f0e87bc4aeb,10341696324,1015515039,jd_478df04d03b20,NULL,衣服收到了，很漂亮，就是衬子太厚，热的天没法穿，颜色和版型跟图片一样，很满意,5,0,0,0,NULL,NULL,20061301584,0,1,0,1,-20,4,219.233.14.114,21:56.0,02:06.0,02:15.9,NULL,0,XL,NULL,浅兰,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/7/3,b5175e3fb5f898a31d9127433f7455b,1659039887,6528687f-85fa-46c9-a7b9-a81fd109e329,10341696324,1142431593,wdUggQExtkMSfX,NULL,好东西值得购买,5,0,0,0,NULL,NULL,19984378294,0,1,0,1,0,21,140.207.62.210,50:52.0,38:08.4,38:16.3,NULL,0,XL,NULL,浅兰,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/5/14,4284ec2e71861ecb1797a9339dfd,1524590057,85f8e594-4860-4b03-b929-81533b29109b,10341696324,1026705501,jd_4074243c1c2d1,NULL,不错，挺好看的。赞一个,5,0,0,0,NULL,NULL,18877563353,0,1,0,1,-20,21,123.151.38.94,51:18.0,07:12.0,07:29.0,NULL,0,XL,NULL,浅灰色,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/5/23,20d2b07cb1557563b93fd86ffcc1e65e,1529250393,c669d1a6-97e2-483d-bc56-162a3793f6fa,10341696324,1079147957,jd_41f8916c64596,NULL,东西不错，就是运输太慢了,5,0,0,1,NULL,NULL,18831646650,0,1,0,1,-20,21,140.207.54.199,45:58.0,01:33.3,52:33.5,NULL,0,XL,NULL,浅灰色,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/5/13,fd5b7a3ad9961953617e86b0d3c0c9c3,1521949770,dcc080b3-21a7-4d6d-8b32-f1d3d51a2914,10341696325,817442315,jd_4997f5d2eca8e,NULL,挺好的,5,0,0,0,NULL,NULL,18826952265,0,1,0,1,0,2,120.197.196.89,49:29.0,48:20.4,48:43.2,NULL,0,XXL,NULL,浅灰色,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/7/20,a7dca88c6134a2c680f0a29b35fbc28,1701318194,a77feb70-325f-458f-9929-eeaf1c38e9d1,10341696325,91052399,jd_6c620324ef67e,NULL,质量很好，颜色也很好，非常满意。,5,0,0,0,NULL,NULL,19962339124,0,1,0,1,-20,3,110.202.57.113,39:37.0,36:45.6,37:00.7,NULL,0,XXL,NULL,浅兰,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/6/20,216eb11511ed8a1c1c25b022c59eba5f,1619856043,d1a0e880-b5f6-4684-82d9-d42545c31741,10341696325,403043776,wdoNfFwsNFhGbJ,NULL,喜欢喜欢喜欢，超级喜欢,5,0,0,0,NULL,NULL,19508447174,0,1,0,1,-20,21,120.84.10.146,51:12.0,43:59.6,44:06.9,NULL,0,XXL,NULL,浅兰,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/6/11,b52ec27c949d73544b2fa02c3778c171,1591938618,c5da948d-35f1-4c9f-920b-411859aa6d12,10341696325,766936158,wdNhMawwrpDaHir,NULL,还行吧，不错。送货挺快的&hellip;,5,0,0,0,NULL,NULL,19642536032,0,1,0,1,-20,21,140.207.185.123,12:39.0,48:21.4,48:54.6,NULL,0,XXL,NULL,浅兰,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/7/12,1df3681e92ece52e29ca7df69ea7d7dd,1680383945,bf60d6ae-dc19-4bc9-8bef-18e1d55b114f,10341696325,1093477495,jd_471cec66ae172,NULL,质量信的过,5,0,0,0,NULL,NULL,20186047544,0,1,0,1,0,4,180.106.113.99,27:19.0,55:56.0,17:15.3,2,0,XXL,109915892,浅兰,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/6/26,ee837cd31dab63403a95302c57401455,1643049558,b8f580c0-81f5-494f-abed-f426abeeac03,10341696325,1093829845,jd_63e49d5109800,NULL,衣服挺好，我媳妇很喜欢,5,0,0,0,NULL,NULL,19920997139,0,1,0,1,-20,4,223.81.207.76,03:57.0,16:08.9,16:36.5,NULL,0,XXL,NULL,浅兰,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/7/21,3cddbc55e337bc37b345819770dde,1647214915,a9a67149-b634-4296-9db7-27237dbf8b80,10341696325,987034119,wdKzKxlCLtsALA,NULL,宝贝真的好看，非常喜欢，这个蕾丝也精致，蛮修身的，客服也非常有耐心。物流很给力，下次还会购买的,5,0,3,0,NULL,NULL,20019267673,0,1,0,1,-20,21,123.151.42.50,25:45.0,59:05.9,18:05.5,2,101,XXL,106362710,浅兰,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/6/7,fdbf5ce04ae6b2157874d7729b02c12,1570009702,12a176da-c0f1-4471-a6e9-5143ab118d4b,10341696325,969895348,jd_5a7404aebe26f,NULL,本人穿小了，只有等瘦下来再穿了&hellip;&hellip;,5,0,0,1,NULL,NULL,19333871507,0,1,0,1,-20,4,111.123.240.236,22:30.0,28:31.7,22:37.0,NULL,0,XXL,NULL,浅灰色-偏小一号,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/6/25,d6c72698c4d9fd52ff89b5ae566bb5a2,1638633637,6ad816fd-fbf4-4b01-8ead-3d84a14b253b,10341696326,1132968748,wdFfkgHuSDZjgK,NULL,款式很好看。穿着也舒服，蛮喜欢的。,5,0,0,0,NULL,NULL,19814915373,0,1,0,1,-20,21,113.66.128.233,37:16.0,05:16.1,05:47.6,NULL,0,L,NULL,白色 ,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/7/25,96843698d3d3f1c3e8af97aab1c2c26,1687017998,d89e95f8-c592-454b-96bc-b0d2e78216dd,10341696326,886644045,jd_6eb183261f642,NULL,东西收到了，很不错，质量很好,5,0,1,0,NULL,NULL,20110532892,0,1,0,1,-20,4,111.166.238.47,17:11.0,41:03.9,16:27.0,2,0,L,110609987,白色 ,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/7/16,3a2691fe74c43bf34abe0925415a,1690664874,098e96f7-0407-40d1-8eee-0f7741481d52,10341696326,1145134797,关东宏光超市,NULL,非常喜欢,5,0,0,0,NULL,NULL,20187523922,0,1,0,1,0,0,175.20.129.104,44:45.0,37:16.8,37:30.6,NULL,0,L,NULL,白色 ,NULL,NULL,5,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/7/6,5686d79ee6596192fdec841d05d84bf,1667891412,a7bce278-a759-45b1-bcaf-78725515ea93,10341696326,739812271,wdNALtvLNYAoRhk,NULL,很好和图片上的一样，非常喜欢,5,0,0,0,NULL,NULL,20080429055,0,1,0,1,-20,21,221.207.37.43,21:49.0,43:55.8,44:25.8,NULL,0,L,NULL,白色 ,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/7/23,31e86f688e95c6e8b7131cda8f167797,1706928631,2b91f2f3-d941-4314-9a0a-b8d16e796839,10341696326,612367457,zy86710863,NULL,有点小,5,0,0,0,NULL,NULL,20189530979,0,1,0,1,0,4,113.232.29.35,20:18.0,09:53.7,10:12.3,NULL,0,L,NULL,白色 ,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/6/24,c9aed0bfff286ab9328b43c37a42e57d,1635569023,ff84dad4-314a-4c5f-8ffa-1b97e7bc8ead,10341696326,63022217,舞动精彩人生,NULL,物流快，裙子质量不错，5分好评,5,0,0,0,NULL,NULL,19900074665,0,1,0,1,-20,4,117.150.161.93,03:53.0,11:49.8,12:05.7,NULL,0,L,NULL,白色 ,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/7/26,eab8e3d717d4e8aa4f1ba876e44f9ef,1713175203,4a13bbd7-e5d7-4aa1-9582-64dec0b11a99,10341696326,968077067,jd_60258c860a1d2,NULL,硬邦邦的，很显胖，很不满意！,1,0,0,0,NULL,NULL,20336794521,0,1,1,1,-20,4,120.80.57.50,23:55.0,04:11.4,48:47.0,NULL,0,L,NULL,白色 ,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
1291931584,2016/7/25,bfe73f28e69f055a734d245c45ce479,1711537255,28ceb6e4-0e95-41c2-a42a-f876a6c48b7f,10341696326,209966357,cnjskcj,NULL,尺码偏小，其余还行,5,0,0,0,NULL,NULL,20336872957,0,1,0,1,0,4,180.98.163.88,47:55.0,53:13.6,53:34.3,NULL,0,L,NULL,白色 ,NULL,NULL,0,NULL,ACTIVE,4712/12/31,4712/12/31
